F1,F2,F3,F4,F5,F6,F7,Q1,Q1S1,Q1S2_1,Q1S2_2,Q1S2_3,Q1S2_4,Q1S2_5,Q1S2_6,Q1S2_7,Q1S2_8,Q1S2_9,Q2,Q2S1,Q2S2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3
2,45,4,1,2,2,9,1,3,,,,,,,,,,8,,4,",,,,,,,1,",3,3,4,2,,5,
1,60,4,7,1,1,7,1,8,,,,,,,,,,7,2,,"1,,,,,,,,",5,2,2,2,2,,
1,51,2,7,2,1,2,1,2,,,,,,,,,,2,2,,",,,,,1,,,",3,2,2,2,2,,
2,62,4,8,2,1,4,2,2,,,,,,,,,,2,2,,"1,,,,,1,,,",2,1,3,2,,4,
1,44,4,7,1,1,2,2,7,,,,,,,,,,8,,8,"1,,,,,,,,",5,2,3,2,3,,
2,69,4,9,2,1,2,4,,,,,,,1,,,,8,,4,"1,,,,1,,,,",4,2,2,2,,,3
2,27,2,1,2,1,4,3,,,1,,,,,,,,8,,2,",,,1,,,,,",4,2,3,2,,,2
1,79,4,2,2,2,7,1,1,,,,,,,,,,8,,1,",,,,1,1,,,",4,1,2,2,,1,
2,49,3,9,1,2,2,1,3,,,,,,,,,,1,2,,",,,,1,1,,,",5,1,1,3,,2,
1,53,4,4,1,1,6,1,1,,,,,,,,,,1,2,,",,,,,1,,,",5,5,3,2,,3,
2,61,4,9,1,1,6,4,,,,,1,,,,,,8,,9,"1,,,,1,1,,,",3,2,2,2,1,,
1,46,4,7,2,2,8,2,1,,,,,,,,,,8,,1,",1,,,,1,,,",3,3,3,2,,5,
2,48,3,9,1,1,8,4,,,,,,,,,,1,9,,,",,,,,,,1,",5,1,5,2,,,2
1,62,4,9,1,1,4,3,,1,,,,,,,,,4,2,,"1,,,,1,,,,",5,5,5,2,,,2
2,33,4,2,3,1,3,2,1,,,,,,,,,,1,1,,",1,1,1,1,1,,,",1,1,5,2,,,2
1,34,4,7,1,1,2,2,3,,,,,,,,,,4,2,,",,,,1,,,,",5,1,4,2,2,,
1,48,4,7,2,1,7,2,9,,,,,,,,,,8,,8,",,,,,,,,1",4,3,3,2,3,,
2,39,2,9,2,2,4,1,1,,,,,,,,,,1,2,,",,,1,1,1,,,",5,4,2,2,3,,
1,60,3,1,3,1,9,2,2,,,,,,,,,,2,2,,",,,,1,,,,",5,4,2,2,,,1
2,64,3,1,1,1,2,2,1,,,,,,,,,,1,2,,",,,,1,1,,,",2,2,2,2,1,,
2,70,3,5,2,2,6,1,1,,,,,,,,,,1,2,,",,,,1,1,,,",5,1,1,2,2,,
2,75,4,7,2,1,8,2,2,,,,,,,,,,2,2,,"1,,,,1,,,,",5,3,4,3,4,,
1,38,2,7,2,1,9,1,3,,,,,,,,,,1,2,,",,,,1,1,,,",5,1,4,2,,,1
2,43,2,4,1,1,8,1,1,,,,,,,,,,9,,,",,,,,,,1,",3,2,2,2,,,4
2,54,4,3,2,1,4,1,3,,,,,,,,,,1,2,,",,,,,,,,",2,2,4,2,2,,
1,28,3,7,2,1,3,2,7,,,,,,,,,,8,,1,",,,1,1,1,,,",3,2,2,2,,2,
2,30,4,7,2,2,2,1,9,,,,,,,,,,2,2,,"1,,,,,,,,",2,1,1,2,,,4
2,64,4,7,1,2,7,2,8,,,,,,,,,,8,,8,"1,1,,,,,,,",5,3,3,2,,,3
1,36,2,7,2,1,9,1,1,,,,,,,,,,8,,1,",,,,,,,,1",4,4,3,2,,5,
1,47,3,3,2,1,9,1,9,,,,,,,,,,8,,1,",1,,,1,1,,,",5,2,2,2,,1,
2,58,4,1,1,1,2,1,4,,,,,,,,,,1,2,,",1,,,1,1,,,",4,2,2,2,,3,
2,29,2,6,2,1,3,3,,,,1,,,,,,,9,,,",,,,,,,,1",1,3,1,1,3,,
2,58,4,1,2,1,8,1,3,,,,,,,,,,8,,2,"1,,,,1,1,,,",4,2,4,2,,4,
1,46,3,3,1,1,2,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,3,4,3,,2,
2,61,4,1,2,1,4,1,1,,,,,,,,,,1,2,,",,1,,,1,,,",5,1,5,2,,1,
1,25,3,10,2,1,3,4,,,,,,,1,,,,4,2,,",,,,,,,1,",3,3,3,3,3,,
1,41,4,9,1,2,7,1,3,,,,,,,,,,4,2,,",1,,,,,,,",5,1,2,2,,,4
1,47,2,6,3,1,6,1,2,,,,,,,,,,3,2,,"1,,,,,,,,",5,3,2,2,3,,
1,51,3,1,2,1,1,2,1,,,,,,,,,,1,2,,",,,,,1,,,",2,2,1,2,,,5
2,77,4,1,1,1,1,2,1,,,,,,,,,,7,1,,",,,,,,,1,",3,3,3,3,3,,
1,39,3,2,1,1,2,1,1,,,,,,,,,,1,2,,",1,,,,,,,",3,1,2,2,,2,
1,44,3,9,2,1,6,1,1,,,,,,,,,,1,2,,",,,,,1,,,",5,1,1,2,,4,
2,30,3,6,2,1,1,4,,,,,1,1,1,,,,8,,8,",,,,,,,1,",2,1,1,2,3,,
2,37,4,7,2,2,3,2,3,,,,,,,,,,4,2,,",,,,,,,1,",4,4,2,2,,1,
1,53,2,9,3,1,3,2,2,,,,,,,,,,8,,9,",,,1,,,,,",4,1,2,2,,3,
1,60,2,9,1,1,4,1,1,,,,,,,,,,1,2,,",,,,,1,,,",5,5,4,2,,,1
2,66,2,2,2,1,7,4,,,,,,1,,,,,8,,3,"1,,,1,1,1,,,",3,3,3,2,,4,
2,41,3,3,3,2,3,4,,,,,,,,,,1,8,,8,",,,,,,,1,",3,3,3,3,,1,
2,65,2,1,1,1,9,4,,,,,,,,,,,1,2,,",1,,,,1,,,",5,3,3,2,,,1
2,21,4,3,1,2,6,3,,,1,,,,,,,,5,2,,",,,,,,,,",3,3,4,2,,,1
2,54,4,9,3,1,7,2,1,,,,,,,,,,1,2,,",,,,,1,,,",3,2,2,3,3,,
1,64,3,3,1,1,2,1,9,,,,,,,,,,8,,4,",,,,,,,,1",5,5,4,2,,3,
2,62,3,3,2,2,3,4,,,,,,,,,,1,8,,8,",,,,,,,1,",3,4,3,3,1,,
2,23,4,9,2,2,1,1,3,,,,,,,,,,2,2,,"1,,,1,1,,,,",5,1,2,2,1,,
2,35,4,6,2,1,2,2,1,,,,,,,,,,1,2,,",1,,,,1,,,",5,3,3,2,,2,
2,57,4,1,1,1,8,1,8,,,,,,,,,,8,,8,",,,,,,,1,",4,3,3,2,3,,
1,47,4,6,3,1,8,1,2,,,,,,,,,,8,,3,"1,,,,,,,,",5,3,5,2,,,2
2,77,2,2,1,2,3,1,8,,,,,,,,,,8,,2,",,,1,1,,,,",2,1,2,2,3,,
2,38,4,3,3,1,4,1,2,,,,,,,,,,2,2,,"1,,,1,1,,,,",5,3,5,2,,2,
2,52,2,1,2,1,6,1,1,,,,,,,,,,1,1,,",1,1,,,1,,,",5,3,4,2,,1,
2,60,4,1,2,1,4,2,3,,,,,,,,,,5,1,,"1,,,,1,,,,",5,1,2,2,1,,
1,56,4,1,1,1,2,1,9,,,,,,,,,,4,2,,",,,,,1,,,",4,2,2,2,1,,
1,48,4,6,2,2,3,1,1,,,,,,,,,,1,2,,",1,1,1,,1,,,",3,2,3,1,1,,
1,68,2,1,1,1,3,1,3,,,,,,,,,,4,2,,",1,1,,1,1,,,",5,3,4,1,,3,
1,77,4,1,2,1,9,3,,,,,,1,,,,,8,,1,",,,,,,,1,",4,2,2,2,,5,
2,39,3,2,2,1,7,2,7,,,,,,,,,,8,,7,",,,,1,1,,,",5,2,2,2,1,,
1,50,4,6,2,2,8,4,,,,,,,,1,,,8,,2,"1,,,,,,,,",3,3,3,3,,2,
2,73,4,9,2,1,2,1,1,,,,,,,,,,1,2,,",,,,,,,,",4,2,5,2,,4,
2,69,3,9,3,2,2,5,,,,,,,,,,,9,,,",,,,,,,,1",2,3,2,2,,,1
2,41,4,6,2,1,9,4,,,,,,1,1,,,,8,,3,"1,,,,,,,,",3,3,1,2,3,,
2,38,3,1,2,2,3,1,1,,,,,,,,,,8,,3,",,,,,,,1,",4,3,2,2,,,1
1,37,3,9,1,1,9,4,,,,,,1,1,,,,8,,8,",,,,1,,,,",3,3,3,3,,,1
2,37,2,7,1,1,3,3,,,1,,,,,,,,8,,2,",,,,,,,1,",4,3,2,2,,2,
2,71,2,6,1,1,2,1,1,,,,,,,,,,8,,1,",1,1,,1,1,,,",4,2,1,2,1,,
2,42,3,1,1,1,6,1,2,,,,,,,,,,2,2,,"1,,,,,,,,",5,2,5,2,,1,
2,50,2,7,1,1,1,1,1,,,,,,,,,,1,2,,",,,,,,,1,",4,3,4,2,1,,
2,22,3,9,2,2,3,1,2,,,,,,,,,,8,,2,",,,,,,,,",5,1,2,2,4,,
2,61,4,1,2,1,3,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,,3
1,57,2,4,1,2,3,1,9,,,,,,,,,,6,2,,"1,,,,,,,,",5,4,2,4,1,,
1,22,2,4,1,1,2,2,3,,,,,,,,,,8,,4,",,1,,,,,,",5,2,3,2,2,,
2,54,2,2,2,1,9,1,1,,,,,,,,,,9,,,",,,,,1,,,",4,2,2,2,,,3
1,70,4,1,3,2,7,4,,,,,,,,,,,4,1,,",,,,,,,,1",2,4,3,3,4,,
2,36,2,9,2,2,3,2,3,,,,,,,,,,1,2,,",1,1,,1,1,,,",4,3,2,2,,1,
1,41,4,1,3,1,3,2,3,,,,,,,,,,3,2,,"1,,,1,1,,,,",5,4,4,2,,3,
1,31,4,7,2,1,4,1,4,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,1,
1,46,2,7,1,2,7,1,1,,,,,,,,,,8,,4,",,1,,,,,,",1,1,3,3,,,3
1,25,4,1,1,1,9,3,,,1,,,,,,,,8,,8,",,,1,,,,,",2,2,2,2,,,2
1,54,4,7,2,1,9,3,,,,,,,,1,,,3,1,,",,,,,,,,",4,4,4,2,,,2
1,27,4,1,2,1,3,2,8,,,,,,,,,,6,2,,",,,,,,,1,",4,2,3,2,,,3
2,56,4,6,3,2,6,1,8,,,,,,,,,,1,2,,",,,,,1,,,",3,2,2,2,2,,
2,70,2,3,3,2,4,2,2,,,,,,,,,,2,2,,",,,,1,1,,,",3,1,2,2,4,,
2,25,4,6,3,2,2,1,9,,,,,,,,,,9,,,",,,,,1,,,",3,3,3,3,,,2
2,71,4,3,2,1,1,2,8,,,,,,,,,,8,,4,",,,,,,,,",5,2,4,2,3,,
2,57,3,7,2,2,6,1,3,,,,,,,,,,4,2,,",,,,1,,,,",5,1,4,2,,,5
2,51,4,10,1,1,4,3,,,,,,,,,1,,3,2,,"1,,,,1,,,,",5,5,2,2,4,,
1,52,3,3,2,2,2,2,1,,,,,,,,,,1,2,,",,,1,1,,,,",5,4,3,2,2,,
1,47,2,7,2,1,1,2,3,,,,,,,,,,8,,1,",,,,1,,,,",3,3,2,2,1,,
1,61,4,1,1,1,7,1,1,,,,,,,,,,1,2,,",1,,,,1,,,",5,2,5,2,,,4
1,50,3,1,3,1,4,1,2,,,,,,,,,,2,2,,",,1,1,1,1,,,",4,2,4,3,4,,
2,41,2,1,2,1,9,2,4,,,,,,,,,,3,2,,",1,1,,,1,,,",4,1,4,2,,4,
2,24,3,1,2,1,6,3,,,,,,,,,1,,8,,3,"1,,,,,,,,",3,3,3,3,,3,
1,28,4,6,2,2,3,1,1,,,,,,,,,,1,2,,",1,,,,,,,",4,1,3,4,,1,
2,50,3,7,3,1,6,1,8,,,,,,,,,,9,,,"1,,,,,,,,",5,3,4,2,,,3
1,36,3,1,2,2,2,1,2,,,,,,,,,,2,2,,"1,,,,1,1,,,",5,4,2,2,3,,
1,29,1,1,2,1,2,4,,,,,1,,1,1,,,8,,8,",,,,,,,1,",1,1,1,2,3,,
2,48,4,3,2,1,2,1,9,,,,,,,,,,8,,6,",,,,,,,1,",4,4,2,2,,,5
2,25,4,9,2,1,9,2,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,5,4,2,,1,
1,42,2,7,3,2,9,1,2,,,,,,,,,,2,2,,"1,,,1,1,,,,",4,2,3,2,3,,
2,58,4,1,3,1,4,3,,,,1,,,,,,,1,1,,",,,,,1,,,",5,1,4,2,4,,
1,67,2,2,1,2,9,1,2,,,,,,,,,,9,,,",,,1,1,1,,,",5,4,4,2,,,1
2,33,3,1,1,2,3,5,,,,,,,,,,,3,2,,",,,,,1,,,",3,3,2,2,,,1
1,50,4,1,1,2,4,1,9,,,,,,,,,,9,,,",,,,,,,,1",3,4,2,2,,,1
1,45,4,3,2,1,3,1,2,,,,,,,,,,3,2,,",,,,,1,,,",5,2,4,2,,,3
1,56,2,1,2,1,2,2,1,,,,,,,,,,1,2,,",1,1,1,1,1,,,",4,3,3,2,,,4
1,55,4,2,1,2,2,1,3,,,,,,,,,,8,,9,",,,,,,,1,",3,3,3,3,,1,
1,38,4,9,2,2,7,4,,,,,,1,1,1,,,9,,,",,,,,,,1,",4,4,2,2,,,2
1,67,4,1,2,2,1,1,1,,,,,,,,,,1,2,,",,,,,1,,,",3,2,2,2,1,,
1,73,2,10,1,1,2,1,3,,,,,,,,,,3,2,,"1,,,,1,,,,",4,1,4,2,,5,
2,76,4,9,2,1,2,2,2,,,,,,,,,,2,2,,"1,,,,1,,,,",5,1,3,2,3,,
2,45,4,7,2,1,3,1,9,,,,,,,,,,9,,,",,,,,,,1,",3,3,1,2,,,2
2,51,2,6,1,1,2,1,1,,,,,,,,,,1,2,,",1,1,,,1,,,",5,5,4,2,,,5
2,49,4,1,2,2,1,1,2,,,,,,,,,,2,1,,"1,,,,,,,,",5,3,3,4,,3,
1,72,4,7,2,1,6,1,9,,,,,,,,,,8,,8,"1,,,,,,,,",5,5,3,4,,,3
1,27,4,7,3,1,3,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,4,4,3,,3,
2,50,4,1,2,2,1,3,,,,,,,,,1,,6,2,,"1,,1,,1,1,,,",3,3,2,3,,3,
1,58,4,1,2,1,2,2,3,,,,,,,,,,8,,8,",,,,,1,,,",3,3,3,3,,2,
1,25,2,1,2,1,3,1,2,,,,,,,,,,8,,8,"1,,,,1,1,,,",4,1,1,2,1,,
1,56,4,2,1,2,9,2,3,,,,,,,,,,6,2,,",,,,,,,,",3,2,4,2,,,5
1,32,4,7,2,2,6,1,3,,,,,,,,,,4,2,,",,,,,1,,,",3,3,3,2,,4,
2,33,2,1,2,2,3,1,3,,,,,,,,,,8,,3,",,,1,1,,,,",3,1,4,2,,,1
1,71,2,1,2,1,6,2,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,3,4,2,,5,
2,37,4,6,1,1,2,3,,,1,,,,,,,,8,,1,",,,,,,,1,",2,1,2,2,,,2
2,26,4,1,1,2,2,1,3,,,,,,,,,,8,,4,",,,,1,1,,,",2,1,1,2,,,4
2,62,4,7,1,1,1,2,9,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,1,
1,75,2,6,2,1,9,4,,,,,,1,1,,,,8,,8,",,,,,,,1,",3,3,3,4,,5,
2,71,3,7,2,1,2,2,3,,,,,,,,,,8,,3,"1,,,1,1,,,,",5,2,5,2,2,,
2,61,4,1,2,1,7,2,1,,,,,,,,,,1,2,,",1,,,,,,,",5,5,5,2,2,,
1,39,4,9,2,1,3,1,1,,,,,,,,,,8,,3,",,,,1,,,,",3,3,5,2,,1,
2,39,4,9,2,2,7,4,,,,,,1,,,,,8,,8,",,,,1,1,,,",2,1,2,2,3,,
1,53,4,7,2,1,4,4,,,,,,,1,,,,8,,8,",,,,,,,,1",3,3,2,3,4,,
2,55,4,1,2,1,7,3,,,,,1,,,,,,1,1,,",,,,,1,,,",3,2,2,3,2,,
2,48,4,3,1,1,6,2,9,,,,,,,,,,8,,2,"1,,,,,,,,",5,3,5,2,2,,
1,64,4,9,2,1,7,4,,,,1,,,,,,,1,2,,",,,,,,,1,",4,2,4,2,,,4
1,72,4,3,2,1,1,2,2,,,,,,,,,,8,,8,"1,,,,,,,,",4,2,2,2,,5,
2,59,3,7,1,1,7,2,3,,,,,,,,,,7,2,,",,,,1,,,,",5,3,2,2,1,,
1,51,4,7,2,1,4,1,3,,,,,,,,,,4,1,,",,,,,1,,,",5,3,4,2,,1,
1,55,2,7,1,1,4,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,,2
2,55,2,9,2,2,7,1,3,,,,,,,,,,8,,3,",,,,1,,,,",4,3,4,2,,3,
2,60,2,9,2,1,3,1,2,,,,,,,,,,8,,6,"1,,,,1,,,,",5,4,2,2,2,,
1,70,4,9,1,1,4,2,8,,,,,,,,,,8,,8,"1,,,,,,,,",4,2,3,2,,3,
1,53,4,6,2,1,2,5,,,,,,,,,,,7,2,,",,,,,,,1,",5,3,2,2,,3,
2,54,4,7,2,1,2,2,1,,,,,,,,,,1,2,,",,,,,,,1,",4,2,4,2,,,5
1,57,4,1,3,2,1,2,1,,,,,,,,,,3,1,,",,,,,1,,,",5,5,5,2,4,,
1,70,4,9,1,1,2,1,1,,,,,,,,,,1,1,,",1,1,,,1,,,",3,3,2,2,,3,
1,38,2,1,2,2,4,1,1,,,,,,,,,,1,1,,",1,1,,,,,,",5,5,3,2,,3,
2,23,3,1,2,2,2,1,3,,,,,,,,,,9,,,",,,,,,,1,",5,4,2,2,,,5
1,46,3,3,2,1,1,3,,1,,,,,,,,,8,,2,"1,,,1,1,,,,",2,1,3,2,,,5
2,45,4,6,2,1,4,3,,,,,,,,,1,,1,2,,",,,,,,,,1",4,3,3,2,2,,
2,71,4,7,2,1,4,1,9,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,2,
2,55,3,8,1,2,8,1,2,,,,,,,,,,2,2,,"1,,,,,,,,",5,5,4,2,,2,
1,71,2,7,2,2,2,2,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",1,2,3,2,,,1
1,71,4,1,2,1,6,1,1,,,,,,,,,,1,2,,",1,,,,1,,,",3,3,4,2,2,,
1,37,2,7,2,1,1,1,9,,,,,,,,,,8,,8,",,,,,,,1,",3,3,3,2,,4,
2,54,4,1,2,1,2,1,1,,,,,,,,,,1,2,,",1,,,,,,,",5,2,2,2,,,4
1,53,4,10,2,1,6,1,1,,,,,,,,,,1,2,,",1,1,,1,1,1,,",5,2,3,2,,,5
2,54,2,1,2,2,2,2,1,,,,,,,,,,1,2,,",,,,,1,,,",4,2,3,2,,3,
1,38,4,6,3,2,6,1,1,,,,,,,,,,8,,1,",,1,,,,,,",4,3,2,2,1,,
2,29,2,1,2,2,7,3,,,1,,,,,,,,7,1,,",,,,,,,1,",4,1,2,4,,5,
1,29,4,9,2,1,3,4,,,,,,1,1,,,,8,,6,",,,,1,,,,",5,5,5,4,,,3
2,63,3,6,1,1,2,4,,,,,1,,,,,,8,,8,",,,,,,,1,",3,1,1,2,,3,
1,53,1,1,1,1,2,1,3,,,,,,,,,,4,2,,",,,,,1,,,",4,1,2,2,,,3
2,46,4,1,2,1,4,4,,,,,,,,1,,,9,,,",,,,,,,,1",1,1,1,2,3,,
1,70,3,9,1,1,2,1,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,4,3,2,4,,
2,74,3,7,1,1,2,1,3,,,,,,,,,,3,2,,",,,,,,,,",5,4,3,2,,,5
1,23,4,1,2,2,3,1,3,,,,,,,,,,8,,3,",,,,,,,1,",1,1,1,2,2,,
1,33,4,2,2,1,4,2,6,,,,,,,,,,8,,8,",,,,,,,1,",2,1,4,2,1,,
1,72,2,7,2,1,3,4,,,,,,1,1,,,,8,,8,",,,,,,,1,",3,3,3,3,2,,
2,55,2,1,1,1,1,1,1,,,,,,,,,,1,2,,",,1,,1,,,,",3,3,4,2,,5,
2,69,2,7,2,2,8,3,,,,1,,,,,,,1,2,,",,,,,,,1,",3,2,2,2,,,5
1,29,4,7,1,1,9,1,2,,,,,,,,,,4,2,,",,,,,,,1,",5,3,2,3,,,3
1,67,1,1,2,2,6,2,3,,,,,,,,,,8,,8,"1,,,,1,,,,",5,1,1,1,4,,
1,27,2,9,2,2,1,1,1,,,,,,,,,,8,,1,",,,,,,,,1",5,2,2,2,,,2
1,60,4,7,1,1,2,1,1,,,,,,,,,,8,,8,",,,,,,,1,",3,3,3,3,3,,
2,63,4,8,2,1,3,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,2,,
1,33,2,1,3,2,7,1,2,,,,,,,,,,2,2,,",,,,,,,1,",4,4,5,2,,,5
2,47,2,1,2,1,2,1,1,,,,,,,,,,8,,3,",,,,,1,,,",3,3,5,3,,,4
2,26,4,3,2,1,1,2,9,,,,,,,,,,5,2,,",,,,1,,,,",5,5,3,1,3,,
2,20,4,9,1,2,3,2,9,,,,,,,,,,1,2,,",,1,,,1,,,",3,3,3,2,,,1
2,69,4,9,2,1,2,1,1,,,,,,,,,,1,2,,",,,,,,,1,",2,3,3,2,,,3
1,43,3,6,2,2,2,1,9,,,,,,,,,,1,2,,",1,1,,1,1,,,",1,1,5,2,3,,
2,31,3,10,2,1,3,4,,,,,,,1,,,,8,,8,",,,,,,,1,",2,1,3,2,,4,
2,60,2,1,2,1,1,2,9,,,,,,,,,,8,,6,"1,1,1,1,1,1,,,",4,3,3,2,1,,
2,79,4,9,2,1,4,1,1,,,,,,,,,,1,2,,",,,,,1,,,",2,1,2,2,,,4
1,22,4,8,2,2,6,1,9,,,,,,,,,,8,,4,",,,,,,,1,",5,2,2,2,4,,
2,61,2,1,2,1,1,4,,,,,,,,,1,,8,,8,",,,,1,1,,,",3,1,1,2,2,,
2,35,4,6,2,1,1,2,1,,,,,,,,,,1,2,,",,,1,,1,,,",5,3,4,4,4,,
1,61,3,3,1,1,1,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,4,,
1,56,2,1,2,2,6,2,2,,,,,,,,,,5,2,,",,,1,,,,,",3,1,1,2,3,,
1,64,3,1,1,2,8,1,9,,,,,,,,,,9,,,",,,,,,,1,",2,1,2,3,,,4
1,77,2,7,2,2,7,2,5,,,,,,,,,,7,2,,"1,1,1,,1,,,,",5,5,4,2,4,,
