F1,F2,F3,F4,F5,F6,F7,Q1,Q1S1,Q1S2_1,Q1S2_2,Q1S2_3,Q1S2_4,Q1S2_5,Q1S2_6,Q1S2_7,Q1S2_8,Q1S2_9,Q2,Q2S1,Q2S2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3
1,44,4,10,2,2,7,1,9,,,,,,,,,,8,,8,",,,,,,,,",2,1,1,2,,2,
1,65,3,9,2,1,6,2,2,,,,,,,,,,9,,,",,,,,,,1,",3,3,3,3,,5,
2,54,3,1,2,2,8,4,,,,,,,,,,1,8,,8,",,,,,,,1,",3,3,3,3,,5,
1,69,2,9,1,1,4,1,2,,,,,,,,,,2,2,,"1,,,1,,,,,",4,2,2,2,3,,
1,23,4,1,2,1,7,1,2,,,,,,,,,,2,2,,",,,,,,,,",5,5,5,2,1,,
1,70,1,1,2,2,3,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,3,2,2,2,,
1,45,4,1,1,1,3,2,1,,,,,,,,,,1,2,,",,,,,,,,",5,1,2,2,,,5
2,41,4,1,2,2,6,2,2,,,,,,,,,,4,2,,"1,,,,,,,,",2,2,2,2,,4,
2,37,2,7,3,2,9,3,,,,,,1,,,,,1,2,,",,,,,,,1,",2,2,2,2,,,2
1,23,2,1,2,1,9,5,,,,,,,,,,,8,,9,",,,,,,,,1",3,3,3,4,2,,
1,29,4,9,2,2,3,3,,,1,,,1,1,,,,9,,,",,,,,,,1,",3,1,1,1,4,,
2,21,4,9,2,2,7,4,,,,,1,1,,,,,8,,8,",1,1,,,,,,",3,2,3,2,,3,
1,30,4,7,2,1,2,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,,,5
2,43,4,6,3,1,6,3,,,,,,,,1,,,2,2,,"1,,,,,1,,,",4,1,1,2,4,,
1,75,3,6,1,2,3,4,,,1,,,,,,,,8,,8,",,,,,,,1,",4,3,2,4,,,4
2,50,4,6,2,1,4,1,3,,,,,,,,,,8,,8,",,,,,,,,",5,2,2,2,,3,
2,59,4,6,2,1,9,1,1,,,,,,,,,,1,2,,",1,,,,,,,",3,3,3,2,,1,
1,70,4,1,2,1,4,4,,,,,,,1,,,,1,2,,",,,,1,,,,",3,3,3,3,,,1
1,62,4,1,1,1,8,2,3,,,,,,,,,,8,,4,",1,,,,,,,",5,2,1,2,,4,
1,63,4,6,1,2,8,1,9,,,,,,,,,,4,2,,"1,,,,1,1,,,",5,4,4,2,,4,
2,72,4,6,2,1,2,1,3,,,,,,,,,,4,2,,",,,,,1,,,",2,3,3,2,,,4
1,73,4,3,2,2,8,4,,,,,,,,,,1,7,2,,",,,,,,,1,",3,1,2,2,,,4
2,78,2,1,3,1,7,2,2,,,,,,,,,,5,1,,"1,,,1,1,,,,",5,4,2,2,1,,
2,41,4,1,2,1,2,2,2,,,,,,,,,,2,2,,"1,,,1,1,,,,",5,1,2,1,,3,
2,49,3,1,2,1,6,1,1,,,,,,,,,,1,2,,",1,1,,,,,,",4,3,4,2,,,1
2,73,4,1,1,1,1,1,1,,,,,,,,,,1,2,,",1,,,,1,,,",5,5,4,4,1,,
2,25,4,9,2,2,9,1,9,,,,,,,,,,9,,,",,,,,,,,1",2,2,3,2,,,4
2,62,3,1,1,1,4,1,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,2,3,2,1,,
2,60,1,6,3,2,4,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,3,,
1,65,4,7,2,1,3,1,3,,,,,,,,,,8,,3,"1,,,1,1,,,,",5,5,3,2,,2,
2,68,2,9,2,1,3,2,8,,,,,,,,,,2,2,,"1,,,1,1,,,,",3,2,2,3,3,,
1,67,4,1,1,2,3,3,,,,,,,,,1,,8,,8,",1,1,1,1,1,,,",5,1,4,2,1,,
2,57,4,9,2,1,1,3,,,1,,,,,,,,8,,8,",,,,,,,1,",4,3,3,2,,1,
2,42,4,2,2,2,1,2,4,,,,,,,,,,1,2,,",,,,,1,,,",4,3,3,3,3,,
1,72,1,2,2,1,2,2,1,,,,,,,,,,2,2,,",,,1,1,1,,,",3,1,2,2,2,,
1,60,4,6,2,1,6,1,9,,,,,,,,,,1,2,,",,,,,,,1,",2,2,2,2,,4,
2,60,4,1,1,1,3,1,3,,,,,,,,,,4,2,,",1,,,,1,1,,",4,1,5,2,,3,
1,39,4,6,2,1,9,1,1,,,,,,,,,,1,2,,",,,,,,,1,",4,3,2,2,2,,
2,29,4,1,2,1,4,1,2,,,,,,,,,,8,,2,",,,,,,,,",4,3,1,2,3,,
2,27,4,9,1,2,2,4,,,,,1,,,,,,6,2,,",1,,,,,,,",1,3,2,2,,4,
2,45,3,1,1,1,2,1,1,,,,,,,,,,8,,4,",,,,,,,1,",5,5,4,2,3,,
1,23,3,7,2,1,4,2,3,,,,,,,,,,4,2,,",,,,1,1,,,",5,4,1,2,,1,
2,61,4,1,2,1,8,1,3,,,,,,,,,,3,1,,"1,1,1,,1,,,,",5,3,5,2,2,,
1,70,2,3,3,1,4,5,,,,,,,,,,,8,,8,",,,,1,1,,,",2,2,2,2,,,1
1,34,3,1,2,2,4,4,,,,1,,,,,,,2,2,,",,,,,,,1,",5,2,3,2,2,,
1,45,2,4,2,1,2,4,,,,,,,,,,,8,,8,",,,,,,,1,",2,1,1,2,,,5
2,59,2,7,2,1,1,2,1,,,,,,,,,,1,2,,",1,1,1,1,1,,,",3,3,3,3,4,,
1,56,2,9,1,1,3,2,1,,,,,,,,,,1,2,,",,,,,1,,,",5,3,3,4,,,2
2,29,4,1,1,2,3,2,1,,,,,,,,,,8,,4,",,,,,,,,",3,1,3,2,,4,
2,47,3,2,3,1,3,2,2,,,,,,,,,,8,,1,",,,,1,1,,,",5,1,1,2,,,2
2,28,2,3,1,2,7,5,,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,3,,
1,76,4,1,2,1,3,1,2,,,,,,,,,,2,2,,",,,,1,1,,,",5,4,2,2,,,4
2,55,3,7,2,1,1,2,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,5,5,2,,3,
1,51,2,1,2,1,9,4,,,,,,,,,,1,8,,1,",,,,,,,,1",3,3,3,3,,1,
2,33,4,1,3,1,3,5,,,,,,,,,,,8,,8,"1,,,,1,,,,",3,1,1,2,2,,
1,64,1,1,1,2,2,4,,,,,1,,1,,,,8,,8,",,,,,,,1,",2,1,1,2,3,,
1,61,2,9,2,1,1,3,,,,,,1,1,,,,2,2,,",,,,1,,,,",2,2,2,2,,,5
2,54,4,1,2,1,3,3,,,,,,,,,,,8,,8,",,,,,,,1,",2,2,2,2,,2,
2,46,4,6,2,2,6,1,2,,,,,,,,,,4,2,,"1,,,,1,,,,",5,2,4,2,,,3
1,52,4,1,2,2,6,1,9,,,,,,,,,,9,,,"1,,,,,,,,",4,2,4,2,,4,
2,22,1,9,1,1,2,1,3,,,,,,,,,,2,2,,"1,,,,1,,,,",4,3,2,2,,4,
1,32,4,6,2,2,3,3,,,,,,,,,1,,9,,,",,,,,,,,1",4,4,1,2,2,,
2,36,3,4,2,1,3,1,1,,,,,,,,,,1,2,,",,,,,1,,,",3,3,3,2,4,,
2,35,4,1,1,2,2,1,3,,,,,,,,,,4,1,,",1,1,,1,,,,",5,1,1,1,4,,
1,38,4,6,1,1,6,2,1,,,,,,,,,,1,2,,",,,,,,,,1",5,3,2,2,,,4
2,71,3,7,3,2,8,1,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,5,3,2,,,2
1,67,2,9,2,2,4,3,,,,,,1,,,,,1,2,,",,1,,,1,,,",5,3,5,3,1,,
1,38,2,3,1,1,7,1,1,,,,,,,,,,1,2,,",1,,,1,1,,,",5,2,4,2,,,4
2,43,4,6,1,1,8,1,1,,,,,,,,,,1,2,,",,,,,,,,",5,3,3,3,4,,
2,73,4,9,2,2,6,1,1,,,,,,,,,,8,,1,",1,,,,,,,",5,5,4,2,,,2
1,75,2,10,1,1,6,3,,,,,,,,,1,,8,,1,",,,,,1,,,",3,3,1,2,4,,
1,71,4,6,1,1,2,3,,,,,1,1,1,1,,,9,,,",,,,,,,,1",1,1,1,2,3,,
1,35,3,1,3,2,7,5,,,,,,,,,,,9,,,",,,,,1,,,",3,3,3,3,3,,
1,35,3,1,2,1,4,1,2,,,,,,,,,,5,1,,"1,,,1,1,1,,,",5,3,4,1,,1,
2,34,3,2,1,1,3,4,,,,,1,,,,,,1,2,,",,,,,,,,",2,1,1,2,,,4
1,48,3,9,2,1,9,2,1,,,,,,,,,,8,,1,",,,,,1,,,",3,2,3,2,,2,
2,50,4,9,3,1,2,2,2,,,,,,,,,,6,2,,"1,,,,1,,,,",4,3,3,2,2,,
2,36,3,2,1,1,4,3,,,,,,,1,,,,1,2,,",,,,,1,,,",4,3,2,3,,,4
1,62,4,1,1,2,6,2,9,,,,,,,,,,8,,8,",,,,,,,,1",5,4,2,2,,,3
2,65,4,3,2,2,1,1,9,,,,,,,,,,9,,,",,,,,,,,1",3,3,3,3,4,,
1,47,3,1,2,2,9,2,2,,,,,,,,,,6,1,,"1,,,1,1,1,,,",2,2,1,1,,,5
1,71,4,6,1,1,7,4,,,,,,,1,,,,9,,,",,,,,,,,1",3,3,3,3,3,,
1,71,4,1,2,2,9,1,2,,,,,,,,,,3,2,,",,,,,1,,,",3,3,3,3,,3,
2,61,2,6,1,1,8,1,5,,,,,,,,,,4,2,,",,,,,,,1,",4,4,3,2,,4,
1,54,4,1,2,1,3,1,1,,,,,,,,,,1,2,,",1,1,,1,,,,",4,4,2,2,3,,
1,26,3,1,1,2,1,1,1,,,,,,,,,,8,,8,",,,,1,,,,",2,1,1,2,1,,
2,44,4,7,2,1,6,1,1,,,,,,,,,,1,2,,",,,,,1,,,",4,1,3,2,4,,
2,70,2,7,1,2,7,1,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,3,3,3,,2,
2,36,4,9,2,2,1,1,1,,,,,,,,,,8,,1,",,,,1,1,,,",5,5,4,2,1,,
1,43,4,8,3,2,3,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",5,5,4,2,1,,
1,71,4,4,2,2,3,2,4,,,,,,,,,,9,,,",1,,,,1,,,",4,3,2,3,4,,
1,55,3,1,1,1,4,1,3,,,,,,,,,,3,2,,"1,,,1,1,,,,",5,3,1,2,4,,
1,44,2,4,1,2,7,3,,,,1,,,,,,,1,2,,",1,1,,,1,,,",5,3,5,2,,,2
2,67,2,1,2,1,4,1,2,,,,,,,,,,2,2,,"1,,,,1,,,,",5,1,3,2,,,2
2,58,4,7,2,2,9,2,2,,,,,,,,,,3,2,,"1,,,,,,,,",5,3,2,2,1,,
1,70,4,9,1,1,2,1,1,,,,,,,,,,1,2,,",,,,,1,,,",4,2,2,2,2,,
1,47,4,1,2,2,2,1,2,,,,,,,,,,2,2,,",,,1,1,,,,",5,5,2,2,,,5
2,51,3,9,1,2,9,1,3,,,,,,,,,,8,,4,"1,,1,,1,,,,",5,1,1,2,,1,
2,38,3,1,1,1,3,1,1,,,,,,,,,,1,2,,",,,,,1,,,",5,4,5,2,,,2
2,25,2,1,2,1,9,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",4,4,2,2,,,5
2,44,2,9,2,1,2,4,,,,,,,,,,,9,,,",,,,,,,1,",5,5,2,2,,,1
2,68,4,1,1,1,3,4,,,,,,,,,,1,9,,,",,,,,,,,1",3,3,3,3,,2,
2,41,4,2,2,1,8,4,,,,,,,,,,,8,,3,",,,,,1,,,",2,1,1,2,,1,
1,62,4,9,2,1,4,2,1,,,,,,,,,,1,2,,",1,,,,,,,",3,2,2,2,,3,
1,33,4,1,1,1,6,2,2,,,,,,,,,,2,2,,"1,,,,,,,,",5,1,1,2,,,3
1,37,2,2,3,2,3,1,2,,,,,,,,,,2,2,,"1,,,,1,,,,",5,3,1,2,,1,
1,71,3,1,1,1,6,1,3,,,,,,,,,,4,2,,",,,,,,,1,",4,1,2,1,3,,
2,69,2,7,3,2,8,1,1,,,,,,,,,,1,2,,",,,,,,,1,",4,2,2,2,,,5
1,40,4,1,1,2,8,4,,,,1,,,,,,,8,,8,",,,,,,,1,",3,2,3,2,3,,
1,51,4,7,2,1,3,2,3,,,,,,,,,,3,2,,"1,,,,1,,,,",3,2,1,2,,1,
1,49,3,1,2,1,2,1,1,,,,,,,,,,1,2,,",1,,,,,,,",3,3,3,3,,5,
2,23,2,1,3,1,7,1,3,,,,,,,,,,8,,8,",,,,1,,,,",5,4,2,2,,,3
1,46,3,6,1,1,3,1,9,,,,,,,,,,8,,8,",,,,,,,,1",3,3,3,3,,,4
1,54,4,9,2,1,3,2,1,,,,,,,,,,1,2,,",1,,,,1,,,",4,4,4,3,,,2
2,26,4,10,2,1,2,2,3,,,,,,,,,,4,2,,"1,,,,,,,,",5,1,2,2,,3,
2,39,2,7,1,1,8,1,9,,,,,,,,,,8,,8,",,,,,,,1,",4,2,2,2,,2,
1,32,4,1,1,1,1,1,8,,,,,,,,,,8,,2,"1,,,1,1,1,,,",1,1,5,2,1,,
2,57,3,2,1,2,1,2,3,,,,,,,,,,3,2,,",,,,1,,,,",4,2,3,2,2,,
1,22,4,1,3,2,2,1,3,,,,,,,,,,3,2,,",,,,,,,,",2,3,2,2,4,,
1,71,2,7,3,2,3,1,9,,,,,,,,,,8,,7,"1,1,1,1,1,1,1,,",5,1,5,1,,,3
1,62,3,1,1,1,1,1,5,,,,,,,,,,8,,8,",,,,,,,1,",3,2,2,2,,5,
2,48,2,1,2,1,8,1,1,,,,,,,,,,1,2,,",1,,,1,1,,,",4,1,4,2,,5,
2,46,4,9,2,1,2,1,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",1,1,2,2,,,4
1,24,4,9,2,2,4,1,1,,,,,,,,,,1,2,,",,,,,1,,,",5,2,5,2,,3,
2,63,3,1,1,1,9,1,2,,,,,,,,,,2,2,,"1,,,1,1,,,,",5,1,1,2,,3,
1,65,4,1,2,2,9,2,9,,,,,,,,,,8,,8,",,,,1,,,,",3,1,3,2,,3,
1,29,4,7,3,2,9,1,1,,,,,,,,,,8,,3,",,,,1,,,,",2,1,2,2,,,3
2,61,2,1,1,1,2,2,3,,,,,,,,,,8,,8,",,,1,1,,,,",5,2,4,2,,4,
1,70,2,1,2,1,4,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",5,4,4,2,,,1
1,46,4,3,2,1,9,1,3,,,,,,,,,,8,,8,",,,,,,,,",5,3,3,2,3,,
1,76,2,7,2,1,6,1,9,,,,,,,,,,9,,,",,,,,,,,",3,2,3,3,,3,
2,24,4,2,2,1,2,1,1,,,,,,,,,,1,2,,",,,,,1,,,",2,2,2,2,1,,
2,64,4,1,2,2,1,1,7,,,,,,,,,,3,2,,"1,,,,1,,,,",5,4,2,2,,5,
2,65,4,7,2,1,9,2,4,,,,,,,,,,9,,,",,,1,,,,,",4,1,1,2,,2,
2,58,2,7,2,1,3,1,3,,,,,,,,,,4,2,,",1,1,,1,1,,,",5,4,5,2,,,3
1,62,2,1,1,1,1,1,1,,,,,,,,,,1,2,,",,,,,,,,",2,4,4,2,,,5
1,19,2,6,2,1,8,1,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",4,2,3,3,,,2
1,42,4,7,3,1,1,1,9,,,,,,,,,,7,2,,"1,,,,,,,,",5,5,1,2,,,3
1,72,4,7,1,1,9,2,1,,,,,,,,,,1,2,,",1,1,,,1,,,",5,5,5,2,,4,
1,47,4,3,2,1,3,5,,,,,,,,,,,9,,,"1,,,,,,,,",4,3,4,2,,,4
1,38,4,1,1,1,1,1,7,,,,,,,,,,5,2,,"1,,,1,1,,,,",5,3,3,2,,5,
2,75,2,1,2,2,2,4,,,,,,,,,,,8,,8,"1,,,,,,,,",1,1,1,1,2,,
1,75,4,6,3,2,2,4,,,,,,1,,,,,8,,8,"1,,,,1,,,,",1,2,2,2,,1,
1,61,2,9,2,1,4,3,,,1,,,,,,,,9,,,",,,,,,,,1",3,1,4,2,,4,
1,63,2,10,1,1,6,1,3,,,,,,,,,,3,1,,",,,,,1,,,",3,3,3,3,,,4
1,62,2,9,2,2,8,1,9,,,,,,,,,,2,2,,",,,1,,,,,",4,4,3,3,3,,
1,51,2,9,2,1,6,1,6,,,,,,,,,,6,2,,",,,,,1,,,",2,2,3,2,4,,
1,62,3,1,3,1,4,2,1,,,,,,,,,,1,2,,",,,,1,1,,,",2,3,3,2,,5,
2,70,2,1,1,1,3,1,2,,,,,,,,,,8,,8,",,,,,,,,",5,4,4,2,,,1
2,71,4,9,2,2,2,3,,,,,,,,,,,7,2,,",,,,,,,1,",4,3,3,3,,1,
2,69,4,6,2,2,3,2,1,,,,,,,,,,1,2,,",,,,,,,,",2,2,2,2,,,2
1,69,3,7,3,2,9,1,2,,,,,,,,,,8,,3,",,,1,1,,,,",5,1,1,2,,5,
1,28,2,3,1,1,9,4,,,,,1,,,,,,8,,1,",,,,,,,1,",1,1,3,2,,,3
1,37,4,1,3,1,6,4,,,,,,,,,,1,8,,8,",,,,,,,,1",1,1,3,2,,5,
1,66,3,1,3,2,6,1,1,,,,,,,,,,1,2,,",,,1,,1,,,",5,1,2,2,1,,
2,59,4,6,2,2,7,1,6,,,,,,,,,,1,2,,",,,,,,,,",2,2,2,2,,3,
1,36,4,6,1,2,3,3,,,1,,,,,,,,9,,,",,,,,,,1,",3,3,3,2,2,,
1,70,4,10,1,1,9,3,,,1,,,,,,,,9,,,",,,,,,,,1",3,1,3,2,2,,
2,66,4,4,1,2,6,1,1,,,,,,,,,,1,2,,",1,1,,,1,,,",5,3,4,2,3,,
2,62,3,10,1,2,9,1,3,,,,,,,,,,3,2,,"1,,,,1,,,,",5,4,2,2,2,,
1,69,4,6,2,1,3,1,9,,,,,,,,,,9,,,",,,,,,,1,",4,3,2,3,,,2
1,49,4,9,3,1,3,2,2,,,,,,,,,,2,1,,"1,,,,,,,,",5,3,3,2,3,,
1,62,1,9,2,2,6,1,2,,,,,,,,,,8,,2,",,,,1,,,,",5,3,4,1,4,,
1,62,4,10,1,1,3,4,,,,,,,,,,1,4,2,,",,,,,,,,1",3,4,2,2,,,5
2,41,4,1,1,1,4,1,6,,,,,,,,,,1,2,,",,,,1,,,,",4,3,3,2,,,5
1,47,2,2,3,2,7,2,3,,,,,,,,,,6,2,,"1,,,,1,,,,",1,1,1,1,,,5
2,70,2,9,2,2,9,1,1,,,,,,,,,,3,1,,",,,,,1,,,",5,5,5,2,2,,
2,50,4,1,2,1,7,2,3,,,,,,,,,,3,2,,"1,,,,,1,,,",3,2,3,2,,2,
1,61,3,3,2,1,4,1,1,,,,,,,,,,1,2,,",1,1,,1,1,,,",5,4,3,2,4,,
2,26,4,1,3,2,3,3,,,,,,,,1,,,1,2,,",1,1,,1,1,,,",1,1,1,2,,,5
1,79,4,7,2,1,6,2,4,,,,,,,,,,3,2,,",,,,,1,,,",5,3,5,5,2,,
2,43,4,6,1,1,6,1,9,,,,,,,,,,4,2,,"1,,,,,,,,",3,1,2,2,4,,
1,40,2,9,2,1,3,2,1,,,,,,,,,,1,2,,",,,,,1,,,",4,2,2,2,,1,
1,18,3,9,2,1,4,1,9,,,,,,,,,,8,,1,",,,,,1,,,",3,3,3,3,,,1
1,76,3,9,3,1,9,3,,,,,,1,1,,,,8,,8,",,,,,,,1,",4,2,2,2,,4,
1,49,4,7,2,2,2,1,3,,,,,,,,,,3,1,,"1,,,,1,1,,,",5,3,5,2,,1,
1,40,4,9,2,1,3,1,3,,,,,,,,,,4,2,,",,,,1,1,,,",3,2,2,2,4,,
1,49,2,7,1,1,2,5,,,,,,,,,,,9,,,",,,,,,,,1",3,2,3,2,3,,
2,35,4,7,2,2,3,1,9,,,,,,,,,,9,,,",,,,,,,1,",2,1,2,2,,,4
1,35,3,1,1,1,4,5,,,,,,,,,,,8,,8,",,,,,,,1,",5,5,5,5,,,2
2,73,4,6,3,1,9,2,3,,,,,,,,,,9,,,"1,,1,,1,1,,,",5,1,1,2,4,,
2,42,4,3,1,2,7,1,2,,,,,,,,,,8,,8,",,,,1,1,,,",4,2,3,2,,1,
1,50,3,1,3,1,4,4,,,,,,1,,,,,1,2,,",,,,,,,,",3,4,2,2,2,,
1,44,3,1,2,1,3,4,,,,,,,1,,,,8,,8,",,,,,,,1,",2,1,1,2,,1,
1,35,4,3,1,2,2,5,,,,,,,,,,,8,,9,",,,,1,,,,",3,3,2,2,,,2
1,55,4,1,2,1,7,4,,,,,,,1,,,,6,2,,",,,,,1,,,",5,1,2,2,,,2
1,26,3,3,2,2,9,4,,,,,,1,,,,,1,2,,",1,1,,1,1,,,",3,3,3,3,,1,
2,27,2,9,2,2,7,2,3,,,,,,,,,,1,1,,",,,1,,,,,",2,3,2,3,,,1
1,71,4,9,2,2,2,2,9,,,,,,,,,,9,,,",,,,1,,,,",5,5,5,5,,,3
1,46,4,2,1,2,1,1,9,,,,,,,,,,5,2,,",,,,,,,,",5,2,2,2,,,5
2,45,2,6,2,1,1,2,4,,,,,,,,,,3,1,,",,1,1,,1,,,",5,2,4,2,,1,
1,74,2,4,2,1,3,2,1,,,,,,,,,,8,,1,",,,,,,,,",5,5,2,2,1,,
1,50,2,1,2,1,9,4,,,,,,1,1,,,,3,2,,"1,,,,,,,,",2,2,2,2,,4,
1,63,4,1,2,2,6,1,2,,,,,,,,,,2,2,,"1,,,,1,1,,,",5,2,4,2,2,,
1,45,4,1,1,1,9,4,,,,,,1,1,,,,8,,8,",1,1,,,1,,,",3,5,2,2,,,2
1,71,4,6,2,2,2,1,3,,,,,,,,,,3,2,,",,,,1,,,,",3,2,2,2,,,3
2,66,4,6,2,2,2,3,,,,,1,,,,,,8,,1,",1,1,,,1,,,",3,3,2,4,1,,
2,58,4,9,1,1,2,1,9,,,,,,,,,,8,,8,",,,,,,,1,",3,3,3,2,2,,
1,27,3,1,2,1,2,1,1,,,,,,,,,,1,2,,",1,,,,,,,",5,4,5,2,1,,
1,48,3,1,1,2,9,2,1,,,,,,,,,,1,2,,",,,,,,,,",4,2,2,3,,4,
2,50,4,7,1,2,1,1,1,,,,,,,,,,1,2,,",,,,,,,,1",2,2,2,2,,,5
2,63,3,6,2,1,4,2,2,,,,,,,,,,8,,2,"1,,,,1,,,,",5,1,2,2,,,1
